Topic	Subtopic	Description	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	Pedagogical_Order	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1330	No	University Physics Volume 2_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1331	No	University Physics Volume 2_undergraduate_0_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1332	No	University Physics Volume 2_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1333	No	University Physics Volume 2_undergraduate_3_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1334	No	University Physics Volume 2_undergraduate_0_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1335	No	University Physics Volume 2_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1336	No	University Physics Volume 2_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1337	No	University Physics Volume 2_undergraduate_3_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1338	No	University Physics Volume 2_undergraduate_4_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1339	No	University Physics Volume 2_undergraduate_5_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1340	No	University Physics Volume 2_undergraduate_6_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1341	No	University Physics Volume 2_undergraduate_7_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1342	No	University Physics Volume 2_undergraduate_9_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 2
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1343	No	University Physics Volume 2_undergraduate_10_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1344	No	University Physics Volume 1_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1345	No	University Physics Volume 1_undergraduate_0_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1346	No	University Physics Volume 1_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1347	No	University Physics Volume 1_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1348	No	University Physics Volume 1_undergraduate_3_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1349	No	University Physics Volume 1_undergraduate_4_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1350	No	University Physics Volume 1_undergraduate_5_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1351	No	University Physics Volume 1_undergraduate_6_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1352	No	University Physics Volume 1_undergraduate_7_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1353	No	University Physics Volume 1_undergraduate_8_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1354	No	University Physics Volume 1_undergraduate_9_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1355	No	University Physics Volume 1_undergraduate_10_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1356	No	University Physics Volume 1_undergraduate_11_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1357	No	University Physics Volume 1_undergraduate_12_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1358	No	University Physics Volume 1_undergraduate_13_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1359	No	University Physics Volume 1_undergraduate_0_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	University Physics Volume 1
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1360	No	University Physics Volume 1_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1361	No	College Physics for AP® Courses 2e_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1362	No	College Physics for AP® Courses 2e_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1363	No	College Physics for AP® Courses 2e_undergraduate_3_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1364	No	College Physics for AP® Courses 2e_undergraduate_4_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1365	No	College Physics for AP® Courses 2e_undergraduate_5_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1366	No	College Physics for AP® Courses 2e_undergraduate_6_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1367	No	College Physics for AP® Courses 2e_undergraduate_7_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1368	No	College Physics for AP® Courses 2e_undergraduate_8_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1369	No	College Physics for AP® Courses 2e_undergraduate_9_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1370	No	College Physics for AP® Courses 2e_undergraduate_10_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1371	No	College Physics for AP® Courses 2e_undergraduate_11_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1372	No	College Physics for AP® Courses 2e_undergraduate_12_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1373	No	College Physics for AP® Courses 2e_undergraduate_14_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1374	No	College Physics for AP® Courses 2e_undergraduate_15_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1375	No	College Physics for AP® Courses 2e_undergraduate_17_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1376	No	College Physics for AP® Courses 2e_undergraduate_18_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1377	No	College Physics for AP® Courses 2e_undergraduate_19_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1378	No	College Physics for AP® Courses 2e_undergraduate_20_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1379	No	College Physics for AP® Courses 2e_undergraduate_21_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1380	No	College Physics for AP® Courses 2e_undergraduate_26_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics for AP® Courses 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1381	No	College Physics for AP® Courses 2e_undergraduate_34_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1382	No	College Physics 2e_undergraduate_1_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1383	No	College Physics 2e_undergraduate_2_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1384	No	College Physics 2e_undergraduate_3_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1385	No	College Physics 2e_undergraduate_4_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1386	No	College Physics 2e_undergraduate_5_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1387	No	College Physics 2e_undergraduate_6_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1388	No	College Physics 2e_undergraduate_7_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1389	No	College Physics 2e_undergraduate_8_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1390	No	College Physics 2e_undergraduate_9_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1391	No	College Physics 2e_undergraduate_10_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1392	No	College Physics 2e_undergraduate_11_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1393	No	College Physics 2e_undergraduate_12_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1394	No	College Physics 2e_undergraduate_14_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1395	No	College Physics 2e_undergraduate_15_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1396	No	College Physics 2e_undergraduate_17_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1397	No	College Physics 2e_undergraduate_18_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1398	No	College Physics 2e_undergraduate_19_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1399	No	College Physics 2e_undergraduate_20_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1400	No	College Physics 2e_undergraduate_21_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Newton's Laws	Newton's Laws	Detailed study of newton's laws at undergraduate level	undergraduate	2	mechanics	3	3	Core	1401	No	College Physics 2e_undergraduate_26_04	Analyze complex problems involving newton's laws; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to newton's laws problems	Problem sets; Laboratory reports; Conceptual explanations	College Physics 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1402	No	Physics_high_school_22_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1403	No	Astronomy 2e_undergraduate_1_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1404	No	Astronomy 2e_undergraduate_3_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1405	No	Astronomy 2e_undergraduate_5_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1406	No	Astronomy 2e_undergraduate_6_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1407	No	Astronomy 2e_undergraduate_7_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1408	No	Astronomy 2e_undergraduate_9_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1409	No	Astronomy 2e_undergraduate_11_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1410	No	Astronomy 2e_undergraduate_12_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1411	No	Astronomy 2e_undergraduate_13_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
Friction and Drag	Friction and Drag	Detailed study of friction and drag at undergraduate level	undergraduate	2	mechanics	3	3	Core	1412	No	Astronomy 2e_undergraduate_14_05	Analyze complex problems involving friction and drag; Synthesize knowledge to solve multi-step problems; Evaluate different approaches to friction and drag problems	Problem sets; Laboratory reports; Conceptual explanations	Astronomy 2e
