topic_id	title	classification	level	level_name	domain	category	concept	topic	subtopic	learning_element	full_path	parent_path	topic_level	topic_domain	prerequisites_count	prerequisites	prerequisite_types	avg_prerequisite_confidence	standards_count	mapped_standards	mcat_mapped	ib_mapped	a_level_mapped	igcse_mapped	avg_standards_confidence	bloom_levels	difficulty_levels	application_domains
core → General Physics → Work, Energy, and Simple Machines → Conservation of Energy	Conservation of Energy	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Conservation of Energy				core → General Physics → Work, Energy, and Simple Machines → Conservation of Energy	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Potential Energy	Potential Energy	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Potential Energy				core → General Physics → Work, Energy, and Simple Machines → Potential Energy	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Some Of The Many Forms Of Energy	Some Of The Many Forms Of Energy	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Some Of The Many Forms Of Energy				core → General Physics → Work, Energy, and Simple Machines → Some Of The Many Forms Of Energy	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Efficiency	Efficiency	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Efficiency				core → General Physics → Work, Energy, and Simple Machines → Efficiency	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → What Is Power?	What Is Power?	core	3	Concept	General Physics	Work, Energy, and Simple Machines	What Is Power?				core → General Physics → Work, Energy, and Simple Machines → What Is Power?	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Calculating Power From Energy	Calculating Power From Energy	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Calculating Power From Energy				core → General Physics → Work, Energy, and Simple Machines → Calculating Power From Energy	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Examples Of Power	Examples Of Power	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Examples Of Power				core → General Physics → Work, Energy, and Simple Machines → Examples Of Power	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Power And Energy Consumption	Power And Energy Consumption	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Power And Energy Consumption				core → General Physics → Work, Energy, and Simple Machines → Power And Energy Consumption	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Energy Conversion In Humans	Energy Conversion In Humans	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Energy Conversion In Humans				core → General Physics → Work, Energy, and Simple Machines → Energy Conversion In Humans	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Power Consumed At Rest	Power Consumed At Rest	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Power Consumed At Rest				core → General Physics → Work, Energy, and Simple Machines → Power Consumed At Rest	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Power Of Doing Useful Work	Power Of Doing Useful Work	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Power Of Doing Useful Work				core → General Physics → Work, Energy, and Simple Machines → Power Of Doing Useful Work	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Renewable And Nonrenewable Energy Sources	Renewable And Nonrenewable Energy Sources	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Renewable And Nonrenewable Energy Sources				core → General Physics → Work, Energy, and Simple Machines → Renewable And Nonrenewable Energy Sources	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → The World’S Growing Energy Needs	The World’S Growing Energy Needs	core	3	Concept	General Physics	Work, Energy, and Simple Machines	The World’S Growing Energy Needs				core → General Physics → Work, Energy, and Simple Machines → The World’S Growing Energy Needs	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Energy And Economic Well-Being	Energy And Economic Well-Being	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Energy And Economic Well-Being				core → General Physics → Work, Energy, and Simple Machines → Energy And Economic Well-Being	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Energy Conservation	Energy Conservation	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Energy Conservation				core → General Physics → Work, Energy, and Simple Machines → Energy Conservation	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Work, Energy, and Simple Machines → Introduction To Work, Energy, And Energy Resources	Introduction To Work, Energy, And Energy Resources	core	3	Concept	General Physics	Work, Energy, and Simple Machines	Introduction To Work, Energy, And Energy Resources				core → General Physics → Work, Energy, and Simple Machines → Introduction To Work, Energy, And Energy Resources	core → General Physics → Work, Energy, and Simple Machines	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions	Linear Momentum And Collisions	core	2	Category	General Physics	Linear Momentum And Collisions					core → General Physics → Linear Momentum And Collisions	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Linear Momentum And Collisions	AP Physics Course Preparation				core → General Physics → Linear Momentum And Collisions → AP Physics Course Preparation	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Linear Momentum And Collisions	Learning Objectives				core → General Physics → Linear Momentum And Collisions → Learning Objectives	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Linear Momentum and Collisions	Linear Momentum and Collisions	core	3	Concept	General Physics	Linear Momentum And Collisions	Linear Momentum and Collisions				core → General Physics → Linear Momentum And Collisions → Linear Momentum and Collisions	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Applying Newton's Second Law	Applying Newton's Second Law	core	3	Concept	General Physics	Linear Momentum And Collisions	Applying Newton's Second Law				core → General Physics → Linear Momentum And Collisions → Applying Newton's Second Law	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Summary	Summary	core	3	Concept	General Physics	Linear Momentum And Collisions	Summary				core → General Physics → Linear Momentum And Collisions → Summary	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Linear Momentum And Collisions	Conceptual Questions				core → General Physics → Linear Momentum And Collisions → Conceptual Questions	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Linear Momentum And Collisions	Problem Exercises				core → General Physics → Linear Momentum And Collisions → Problem Exercises	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Subatomic Collisions And Momentum	Subatomic Collisions And Momentum	core	3	Concept	General Physics	Linear Momentum And Collisions	Subatomic Collisions And Momentum				core → General Physics → Linear Momentum And Collisions → Subatomic Collisions And Momentum	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Elastic Collisions Of Two Objects With Equal Mass	Elastic Collisions Of Two Objects With Equal Mass	core	3	Concept	General Physics	Linear Momentum And Collisions	Elastic Collisions Of Two Objects With Equal Mass				core → General Physics → Linear Momentum And Collisions → Elastic Collisions Of Two Objects With Equal Mass	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Linear Momentum And Collisions → Introduction To Linear Momentum And Collisions	Introduction To Linear Momentum And Collisions	core	3	Concept	General Physics	Linear Momentum And Collisions	Introduction To Linear Momentum And Collisions				core → General Physics → Linear Momentum And Collisions → Introduction To Linear Momentum And Collisions	core → General Physics → Linear Momentum And Collisions	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque	Statics And Torque	core	2	Category	General Physics	Statics And Torque					core → General Physics → Statics And Torque	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Statics And Torque	Learning Objectives				core → General Physics → Statics And Torque → Learning Objectives	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → Summary	Summary	core	3	Concept	General Physics	Statics And Torque	Summary				core → General Physics → Statics And Torque → Summary	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Statics And Torque	Conceptual Questions				core → General Physics → Statics And Torque → Conceptual Questions	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Statics And Torque	AP Physics Course Preparation				core → General Physics → Statics And Torque → AP Physics Course Preparation	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Statics And Torque	Problem Exercises				core → General Physics → Statics And Torque → Problem Exercises	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Statics And Torque → Introduction To Statics And Torque	Introduction To Statics And Torque	core	3	Concept	General Physics	Statics And Torque	Introduction To Statics And Torque				core → General Physics → Statics And Torque → Introduction To Statics And Torque	core → General Physics → Statics And Torque	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum	Rotational Motion And Angular Momentum	core	2	Category	General Physics	Rotational Motion And Angular Momentum					core → General Physics → Rotational Motion And Angular Momentum	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	AP Physics Course Preparation				core → General Physics → Rotational Motion And Angular Momentum → AP Physics Course Preparation	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Learning Objectives				core → General Physics → Rotational Motion And Angular Momentum → Learning Objectives	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Summary	Summary	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Summary				core → General Physics → Rotational Motion And Angular Momentum → Summary	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Conceptual Questions				core → General Physics → Rotational Motion And Angular Momentum → Conceptual Questions	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Problem Exercises				core → General Physics → Rotational Motion And Angular Momentum → Problem Exercises	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Rotational Inertia And Moment Of Inertia	Rotational Inertia And Moment Of Inertia	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Rotational Inertia And Moment Of Inertia				core → General Physics → Rotational Motion And Angular Momentum → Rotational Inertia And Moment Of Inertia	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → How Thick Is The Soup? Or Why Don’T All Objects Roll Downhill At The Same Rate?	How Thick Is The Soup? Or Why Don’T All Objects Roll Downhill At The Same Rate?	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	How Thick Is The Soup? Or Why Don’T All Objects Roll Downhill At The Same Rate?				core → General Physics → Rotational Motion And Angular Momentum → How Thick Is The Soup? Or Why Don’T All Objects Roll Downhill At The Same Rate?	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Conservation of Angular Momentum	Conservation of Angular Momentum	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Conservation of Angular Momentum				core → General Physics → Rotational Motion And Angular Momentum → Conservation of Angular Momentum	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Rotational Motion And Angular Momentum → Introduction To Rotational Motion And Angular Momentum	Introduction To Rotational Motion And Angular Momentum	core	3	Concept	General Physics	Rotational Motion And Angular Momentum	Introduction To Rotational Motion And Angular Momentum				core → General Physics → Rotational Motion And Angular Momentum → Introduction To Rotational Motion And Angular Momentum	core → General Physics → Rotational Motion And Angular Momentum	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics	Fluid Statics	core	2	Category	General Physics	Fluid Statics					core → General Physics → Fluid Statics	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Fluid Statics	AP Physics Course Preparation				core → General Physics → Fluid Statics → AP Physics Course Preparation	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Fluid Statics	Learning Objectives				core → General Physics → Fluid Statics → Learning Objectives	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Summary	Summary	core	3	Concept	General Physics	Fluid Statics	Summary				core → General Physics → Fluid Statics → Summary	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Fluid Statics	Conceptual Questions				core → General Physics → Fluid Statics → Conceptual Questions	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Fluid Statics	Problem Exercises				core → General Physics → Fluid Statics → Problem Exercises	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Problem Exercises → Spinal Column And Skull	Spinal Column And Skull	core	4	Topic	General Physics	Fluid Statics	Problem Exercises	Spinal Column And Skull			core → General Physics → Fluid Statics → Problem Exercises → Spinal Column And Skull	core → General Physics → Fluid Statics → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Problem Exercises → Bladder Pressure	Bladder Pressure	core	4	Topic	General Physics	Fluid Statics	Problem Exercises	Bladder Pressure			core → General Physics → Fluid Statics → Problem Exercises → Bladder Pressure	core → General Physics → Fluid Statics → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Problem Exercises → Pressures In The Skeletal System	Pressures In The Skeletal System	core	4	Topic	General Physics	Fluid Statics	Problem Exercises	Pressures In The Skeletal System			core → General Physics → Fluid Statics → Problem Exercises → Pressures In The Skeletal System	core → General Physics → Fluid Statics → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Application of Pascal's Principle	Application of Pascal's Principle	core	3	Concept	General Physics	Fluid Statics	Application of Pascal's Principle				core → General Physics → Fluid Statics → Application of Pascal's Principle	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Relationship Between Forces In A Hydraulic System	Relationship Between Forces In A Hydraulic System	core	3	Concept	General Physics	Fluid Statics	Relationship Between Forces In A Hydraulic System				core → General Physics → Fluid Statics → Relationship Between Forces In A Hydraulic System	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Floating And Sinking	Floating And Sinking	core	3	Concept	General Physics	Fluid Statics	Floating And Sinking				core → General Physics → Fluid Statics → Floating And Sinking	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Density And Archimedes’ Principle	Density And Archimedes’ Principle	core	3	Concept	General Physics	Fluid Statics	Density And Archimedes’ Principle				core → General Physics → Fluid Statics → Density And Archimedes’ Principle	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Density Measurement	Density Measurement	core	3	Concept	General Physics	Fluid Statics	Density Measurement				core → General Physics → Fluid Statics → Density Measurement	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Cohesion And Adhesion In Liquids	Cohesion And Adhesion In Liquids	core	3	Concept	General Physics	Fluid Statics	Cohesion And Adhesion In Liquids				core → General Physics → Fluid Statics → Cohesion And Adhesion In Liquids	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Surface Tension	Surface Tension	core	3	Concept	General Physics	Fluid Statics	Surface Tension				core → General Physics → Fluid Statics → Surface Tension	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Adhesion And Capillary Action	Adhesion And Capillary Action	core	3	Concept	General Physics	Fluid Statics	Adhesion And Capillary Action				core → General Physics → Fluid Statics → Adhesion And Capillary Action	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Pressure In The Body	Pressure In The Body	core	3	Concept	General Physics	Fluid Statics	Pressure In The Body				core → General Physics → Fluid Statics → Pressure In The Body	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Fluid Pressure in Biological Systems	Fluid Pressure in Biological Systems	core	3	Concept	General Physics	Fluid Statics	Fluid Pressure in Biological Systems				core → General Physics → Fluid Statics → Fluid Pressure in Biological Systems	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Physics of the Eye	Physics of the Eye	core	3	Concept	General Physics	Fluid Statics	Physics of the Eye				core → General Physics → Fluid Statics → Physics of the Eye	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Pressure Associated With The Lungs	Pressure Associated With The Lungs	core	3	Concept	General Physics	Fluid Statics	Pressure Associated With The Lungs				core → General Physics → Fluid Statics → Pressure Associated With The Lungs	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Pressure in the Body	Pressure in the Body	core	3	Concept	General Physics	Fluid Statics	Pressure in the Body				core → General Physics → Fluid Statics → Pressure in the Body	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Spinal Column And Skull	Spinal Column And Skull	core	3	Concept	General Physics	Fluid Statics	Spinal Column And Skull				core → General Physics → Fluid Statics → Spinal Column And Skull	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Statics → Introduction To Fluid Statics	Introduction To Fluid Statics	core	3	Concept	General Physics	Fluid Statics	Introduction To Fluid Statics				core → General Physics → Fluid Statics → Introduction To Fluid Statics	core → General Physics → Fluid Statics	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	Fluid Dynamics And Its Biological And Medical Applications	core	2	Category	General Physics	Fluid Dynamics And Its Biological And Medical Applications					core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	core → General Physics	2		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → AP Physics Course Preparation	AP Physics Course Preparation	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	AP Physics Course Preparation				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → AP Physics Course Preparation	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Learning Objectives	Learning Objectives	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Learning Objectives				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Learning Objectives	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Summary	Summary	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Summary				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Summary	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Conceptual Questions	Conceptual Questions	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Conceptual Questions				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Conceptual Questions	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises	Problem Exercises	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Problem Exercises				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Entrainment	Entrainment	core	4	Topic	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Problem Exercises	Entrainment			core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Entrainment	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Wings And Sails	Wings And Sails	core	4	Topic	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Problem Exercises	Wings And Sails			core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Wings And Sails	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Velocity Concepts	Velocity Concepts	core	4	Topic	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Problem Exercises	Velocity Concepts			core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises → Velocity Concepts	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Problem Exercises	4		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’S Equation	Bernoulli’S Equation	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Bernoulli’S Equation				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’S Equation	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’s Equation	Bernoulli’s Equation	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Bernoulli’s Equation				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’s Equation	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’S Principle—Bernoulli’S Equation At Constant Depth	Bernoulli’S Principle—Bernoulli’S Equation At Constant Depth	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Bernoulli’S Principle—Bernoulli’S Equation At Constant Depth				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Bernoulli’S Principle—Bernoulli’S Equation At Constant Depth	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Applications of Bernoulli's Principle	Applications of Bernoulli's Principle	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Applications of Bernoulli's Principle				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Applications of Bernoulli's Principle	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Entrainment	Entrainment	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Entrainment				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Entrainment	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Wings And Sails	Wings And Sails	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Wings And Sails				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Wings And Sails	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Velocity Measurement	Velocity Measurement	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Velocity Measurement				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Velocity Measurement	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Torricelli’S Theorem	Torricelli’S Theorem	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Torricelli’S Theorem				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Torricelli’S Theorem	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Power In Fluid Flow	Power In Fluid Flow	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Power In Fluid Flow				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Power In Fluid Flow	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Laminar Flow And Viscosity	Laminar Flow And Viscosity	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Laminar Flow And Viscosity				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Laminar Flow And Viscosity	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Laminar Flow Confined To Tubes—Poiseuille’S Law	Laminar Flow Confined To Tubes—Poiseuille’S Law	core	3	Concept	General Physics	Fluid Dynamics And Its Biological And Medical Applications	Laminar Flow Confined To Tubes—Poiseuille’S Law				core → General Physics → Fluid Dynamics And Its Biological And Medical Applications → Laminar Flow Confined To Tubes—Poiseuille’S Law	core → General Physics → Fluid Dynamics And Its Biological And Medical Applications	3		0			0	0		False	False	False	False	0			
