Topic	Subtopic	Description	Objectives	Duration (hours)	Difficulty	Level	Core/Elective	MCAT Relevant	Pedagogical Order	Prerequisites
Electromagnetism	Electromagnetic Field Theory	Electromagnetic field theory deals with the mathematical description of electromagnetic fields and their interactions.	Solve Maxwell's equations in different coordinate systems.; Analyze boundary value problems in electromagnetic field theory.; Understand the principles of vector calculus in electromagnetic theory.	4	2	graduate	core	No	50	Maxwell's Equations; Electromagnetic Fields in Matter
Electromagnetism	Electromagnetic Fields in Matter	The behavior of electromagnetic fields in different types of matter, including conductors, dielectrics, and magnetic materials.	Analyze the response of materials to electric fields.; Explain the polarization and dielectric constant of materials.; Understand the magnetic properties of matter.	3	2	undergraduate	elective	No	50	Electric Field; Electric Potential; Magnetic Field
Electromagnetism	Electromagnetic Interference and Compatibility	Electromagnetic interference (EMI) refers to the disturbance that affects an electrical circuit due to electromagnetic radiation, while electromagnetic compatibility (EMC) ensures that different devices can operate without affecting each other.	Explain the sources and effects of electromagnetic interference.; Analyze methods to mitigate electromagnetic interference.; Understand the principles of electromagnetic compatibility.	3	2	undergraduate	elective	No	50	Electric Charge; Electric Current; Electric Field; Electromagnetic Fields in Matter; Electric Potential; Magnetic Field; Magnetostatics; Faraday's Law of Electromagnetic Induction; Gauss's Law; Inductance; AC Circuits; DC Circuits; Capacitance; Resistance and Resistivity; Maxwell's Equations
Electromagnetism	Electromagnetic Radiation	Electromagnetic radiation refers to the energy that travels through space in the form of electromagnetic waves.	Describe the properties of electromagnetic radiation.; Understand the relationship between frequency, wavelength, and energy of electromagnetic radiation.; Analyze the interaction of electromagnetic radiation with matter.	3	2	undergraduate	elective	No	50	Electric Charge; Electric Field; Electric Potential; Electromagnetic Fields in Matter; Electric Current; Magnetic Field; Maxwell's Equations
Electromagnetism	Electromagnetic Waves	Electromagnetic waves are transverse waves consisting of oscillating electric and magnetic fields propagating through space at the speed of light.	Describe the properties of electromagnetic waves.; Understand the relationship between the electric field and magnetic field in an electromagnetic wave.; Calculate the speed of electromagnetic waves in a medium.	2	2	undergraduate	core	No	50	Electric Field; Magnetic Field
Electromagnetism	Faraday's Law of Electromagnetic Induction	Faraday's law states that a changing magnetic field induces an electromotive force (emf) in a closed circuit.	State Faraday's law of electromagnetic induction.; Calculate the induced emf in a coil due to a changing magnetic field.; Understand Lenz's law and its implications.	2	2	undergraduate	core	No	50	Electric Charge; Electric Current; Electric Field; Magnetic Field
Electromagnetism	Gauss's Law	Gauss's law relates the electric flux through a closed surface to the charge enclosed by that surface.	State Gauss's law in integral form.; Apply Gauss's law to calculate the electric field for symmetric charge distributions.; Understand the concept of electric flux.	2	2	undergraduate	core	No	50	Electric Charge; Electric Field
Electromagnetism	Inductance	Inductance is the property of a circuit element that opposes changes in current flow.	Define inductance and its SI unit.; Calculate the self-inductance of a solenoid or coil.; Analyze the energy stored in an inductor.	2	2	undergraduate	core	No	50	Electric Current and Circuits; Magnetic Fields; Faraday's Law of Electromagnetic Induction
Electromagnetism	Magnetic Field	A magnetic field is a vector field that describes the influence of a magnetic material or a moving electric charge on other charges or magnetic materials in the space around it.	Define magnetic field and its SI unit.; Calculate the magnetic field around a current-carrying wire using Ampere's law.; Understand the concept of magnetic field lines.	2	2	high_school	core	No	50	Electric Current; Magnetostatics
Electromagnetism	Magnetic Force on Current-Carrying Wires	A current-carrying wire in a magnetic field experiences a force perpendicular to both the current direction and the magnetic field.	Calculate the magnetic force on a current-carrying wire.; Analyze the motion of current-carrying wires in magnetic fields.; Understand the applications of magnetic force in devices like electric motors.	2	2	high_school	core	No	50	Electric Current; Magnetic Field
Electromagnetism	Magnetic Force on Moving Charges	When a charged particle moves in a magnetic field, it experiences a magnetic force perpendicular to both its velocity and the magnetic field.	Calculate the magnetic force on a moving charged particle.; Understand the motion of charged particles in magnetic fields.; Apply the right-hand rule to determine the direction of the magnetic force.	2	2	high_school	core	No	50	Electric Charge; Electric Field; Magnetic Field
Electromagnetism	Magnetic Materials	Magnetic materials exhibit magnetic properties and can be classified based on their response to an external magnetic field.	Describe the different types of magnetic materials.; Explain the hysteresis loop and magnetic domains in materials.; Understand the applications of magnetic materials in devices.	3	2	undergraduate	elective	No	50	Electric Charge; Electric Current; Electric Field; Magnetic Field
Electromagnetism	Magnetostatics	Magnetostatics deals with the study of magnetic fields in systems where the currents are steady (not changing with time).	Apply Ampere's law to calculate the magnetic field around current-carrying conductors.; Analyze the magnetic field in various symmetric configurations.; Understand the magnetic properties of materials.	3	2	undergraduate	elective	No	50	Electric Current; Magnetic Field; Magnetic Force on Current-Carrying Wires; Magnetic Materials; Electric Charge; Electric Field; Electrodynamics; Maxwell's Equations
Electromagnetism	Maxwell's Equations	Maxwell's equations describe how electric and magnetic fields are generated and altered by each other and by charges and currents.	State Maxwell's equations in integral and differential forms.; Understand the physical significance of each equation.; Apply Maxwell's equations to derive electromagnetic wave equations.	4	2	undergraduate	core	No	50	Electric Charge; Electric Field; Magnetic Field; Electric Current
Electromagnetism	Microwave Engineering	Microwave engineering focuses on the design and analysis of devices and systems operating at microwave frequencies.	Analyze microwave transmission lines and components.; Design microwave circuits and antennas.; Understand the principles of microwave measurements.	4	2	graduate	elective	No	50	Electric Charge; Electric Current; Electric Field; Electric Potential; Electrodynamics; Electromagnetic Field Theory; Electromagnetic Fields in Matter; Electromagnetic Interference and Compatibility; Electromagnetic Radiation; Electromagnetic Waves; Faraday's Law of Electromagnetic Induction; Gauss's Law; Inductance; Magnetic Field; Magnetic Force on Current-Carrying Wires; Magnetic Force on Moving Charges; Magnetic Materials; Magnetostatics; Maxwell's Equations; Waveguides and Transmission Lines
Electromagnetism	Plasma Physics	Plasma is a state of matter where gas molecules are ionized, and it exhibits unique electromagnetic properties.	Describe the properties of plasma.; Explain the behavior of charged particles in plasma.; Understand the applications of plasma in various fields.	3	2	undergraduate	elective	No	50	Fluid Dynamics; Electromagnetic Field Theory
Electromagnetism	Plasmonics	Plasmonics is the study of collective electron oscillations (plasmons) in metallic nanostructures and their interactions with light.	Describe the properties of plasmons.; Analyze plasmonic resonances in nanostructures.; Understand the applications of plasmonics in sensing and nanophotonics.	4	2	graduate	elective	No	50	Plasma Physics
Electromagnetism	Quantum Electrodynamics	Quantum electrodynamics is the quantum field theory that describes how light and matter interact at the quantum level.	Understand the principles of quantum electrodynamics.; Analyze the interaction of photons and charged particles.; Calculate scattering amplitudes in quantum electrodynamics.	4	2	graduate	core	No	50	Quantum Mechanics; Electrodynamics
Electromagnetism	Quantum Optics	Quantum optics studies the interaction between light and matter at the quantum level, including phenomena such as photon entanglement and quantum interference.	Understand the principles of quantum optics.; Analyze quantum states of light and matter.; Describe quantum phenomena in optical systems.	4	2	graduate	elective	No	50	Quantum Mechanics
Electromagnetism	Resistance and Resistivity	Resistance is a measure of the opposition to current flow in a material, while resistivity is an intrinsic property of the material.	Define resistance and resistivity.; Calculate the resistance of a wire given its dimensions and resistivity.; Understand the factors affecting resistance in a conductor.	2	2	high_school	core	No	50	Electric Charge; Electric Current; Electric Field
Electromagnetism	Special Relativity in Electromagnetism	Special relativity extends classical electromagnetism to include the effects of relative motion and the invariance of physical laws.	Understand the Lorentz transformations in electromagnetic phenomena.; Analyze the relativistic effects on electric and magnetic fields.; Explain the concept of relativistic mass and energy.	4	2	graduate	core	No	50	Special Relativity; Electromagnetism
Electromagnetism	Waveguides and Transmission Lines	Waveguides and transmission lines are structures used to guide and transmit electromagnetic waves with minimal loss.	Explain the principles of waveguides and transmission lines.; Analyze the propagation of electromagnetic waves in waveguides.; Understand the concept of impedance matching.	3	2	undergraduate	elective	No	50	Electromagnetic Waves; Electromagnetic Field Theory
Engineering Physics	Advanced Materials	Study of advanced materials with unique properties and applications in engineering.	Understand the properties of advanced materials; Analyze nanomaterials and composites; Explore smart materials and their applications	5	3	undergraduate	core	No	50	Materials Science
Engineering Physics	Biophysics	Application of physics principles to study biological systems and processes.	Understand the physical principles of biological systems; Analyze biomechanics and bioelectricity; Explore medical imaging and diagnostics	5	3	undergraduate	core	No	50	Fluid Mechanics; Electric Charge and Electric Field; Electric Current and Circuits; Electric Potential and Capacitance; Electromagnetic Induction
Engineering Physics	Computational Physics	Application of numerical methods and simulations to solve complex physics problems.	Understand numerical methods for solving differential equations; Implement computational algorithms for physical simulations; Analyze the accuracy and efficiency of computational models	5	3	undergraduate	core	No	50	Numerical Methods in Physics
Engineering Physics	Electric Charge and Electric Field	Introduction to electric charge, electric field, and Coulomb's law.	Define electric charge and field; Calculate electric field intensity; Analyze the motion of charged particles in electric fields	4	3	high_school	core	No	50	Coulomb's Law; Electric Charge
Engineering Physics	Electric Current and Circuits	Introduction to electric current, resistance, and DC circuits.	Define electric current and resistance; Analyze series and parallel circuits; Apply Ohm's law to solve circuit problems	4	3	high_school	core	No	50	Electric Charge; Electric Field
Engineering Physics	Electric Potential and Capacitance	Study of electric potential, capacitance, and the behavior of capacitors.	Understand electric potential and potential difference; Calculate capacitance of capacitors; Analyze the energy stored in capacitors	4	3	high_school	core	No	50	Electric Charge; Electric Field
Engineering Physics	Electromagnetic Induction	Introduction to electromagnetic induction, Faraday's law, and Lenz's law.	Understand electromagnetic induction; Apply Faraday's law to calculate induced EMF; Analyze inductance in circuits	4	3	high_school	core	No	50	Electric Charge; Electric Current; Magnetic Field
Engineering Physics	Electronics	Introduction to electronic devices, circuits, and systems.	Understand semiconductor devices and their operation; Analyze analog and digital circuits; Design basic electronic circuits	5	3	undergraduate	core	No	50	Electric Charge; Electric Current; Electric Field
Engineering Physics	Engineering Acoustics	Study of sound and its applications in engineering and technology.	Understand the properties of sound waves; Analyze acoustic phenomena and wave propagation; Explore applications in noise control and audio technology	5	3	undergraduate	core	No	50	Wave Motion and Sound
Engineering Physics	Fluid Mechanics	Introduction to the behavior of fluids at rest and in motion.	Define pressure and buoyancy; Apply Bernoulli's equation to fluid flow; Analyze fluid dynamics	4	3	high_school	core	No	50	Fluid Dynamics
Engineering Physics	Gravitation	Study of the gravitational force, orbits, and Kepler's laws.	Understand the law of universal gravitation; Analyze orbits and satellite motion; Apply Kepler's laws to planetary motion	4	3	high_school	core	No	50	Newton's Laws of Motion; Central Forces and Orbits; Celestial Mechanics
Engineering Physics	Kinematics	Study of motion without considering its causes, focusing on position, velocity, and acceleration.	Define displacement, velocity, and acceleration; Analyze motion using kinematic equations; Understand the concept of projectile motion	4	3	high_school	core	No	50	Motion in One Dimension; Motion in Two Dimensions; Scalars and Vectors; Linear Momentum and Collisions; Work and Energy
Engineering Physics	Magnetic Fields	Study of magnetic fields, magnetic forces, and the behavior of magnetic materials.	Define magnetic field and magnetic force; Analyze the motion of charged particles in magnetic fields; Understand the Earth's magnetic field	4	3	high_school	core	No	50	Electric Charge and Electric Field; Electric Current and Circuits; Electric Potential and Capacitance; Electromagnetic Induction
Engineering Physics	Materials Science	Study of the properties and applications of materials based on their structure and composition.	Understand the structure-property relationships in materials; Analyze mechanical, electrical, and thermal properties of materials; Explore material selection for engineering applications	5	3	undergraduate	core	No	50	Solid State Physics
Engineering Physics	Microfluidics	Study of the behavior of fluids at the microscale and its applications in engineering.	Understand the principles of microfluidics; Analyze fluid flow in microchannels; Explore applications in lab-on-a-chip devices	5	3	undergraduate	core	No	50	Fluid Mechanics
Engineering Physics	Modern Physics	Introduction to modern physics including special relativity and quantum mechanics.	Understand the postulates of special relativity; Introduce the concept of quantum mechanics; Explore applications of modern physics	4	3	high_school	core	No	50	Special Relativity; Quantum Mechanics
Engineering Physics	Momentum and Collisions	Study of momentum, impulse, and collisions in physics.	Define momentum and impulse; Analyze collisions using conservation of momentum; Solve problems involving elastic and inelastic collisions	4	3	high_school	core	No	50	Linear Momentum and Collisions; Newton's Laws of Motion
Engineering Physics	Nanophotonics	Study of the interaction of light with nanoscale structures and materials.	Understand photonic crystals and metamaterials; Analyze light-matter interactions at the nanoscale; Explore applications in optical sensing and imaging	5	3	graduate	core	No	50	Optics
Engineering Physics	Nanotechnology	Introduction to the science and engineering of materials and devices at the nanoscale.	Understand the properties of nanomaterials; Analyze nanofabrication techniques; Explore applications of nanotechnology in various fields	5	3	undergraduate	core	No	50	
Engineering Physics	Newton's Laws of Motion	Introduction to Newton's three laws of motion and their applications in solving physics problems.	Understand Newton's three laws of motion; Apply Newton's laws to analyze forces; Solve problems involving friction and tension	4	3	high_school	core	No	50	Classical Mechanics
Engineering Physics	Optical Engineering	Study of the design and application of optical systems and devices.	Understand optical system design principles; Analyze imaging systems and components; Explore applications in astronomy and microscopy	5	3	undergraduate	core	No	50	Optics
Engineering Physics	Optics	Study of light, reflection, refraction, and optical instruments.	Define reflection and refraction of light; Analyze image formation by mirrors and lenses; Understand the principles of wave optics	4	3	high_school	core	No	50	Wave Motion and Sound
Engineering Physics	Optoelectronics	Study of devices that convert electrical signals into optical signals and vice versa.	Understand the principles of optoelectronic devices; Analyze light-emitting diodes and lasers; Explore applications in optical communications	5	3	undergraduate	core	No	50	Optics; Electric Charge and Electric Field; Electric Current and Circuits; Electric Potential and Capacitance; Electromagnetic Induction; Electronics; Optical Engineering; Photonics
Engineering Physics	Photonics	Study of the generation, detection, and manipulation of light using optical technologies.	Understand the principles of light generation and detection; Analyze optical fibers and communication systems; Explore applications of photonics in engineering	5	3	undergraduate	core	No	50	Optics; Electromagnetic Radiation; Wave Motion and Sound
Engineering Physics	Plasma Physics	Study of the behavior of ionized gases and their applications in various fields.	Understand the properties of plasmas; Analyze plasma waves and instabilities; Explore applications in fusion research and industrial processes	5	3	undergraduate	core	No	50	Fluid Dynamics; Electromagnetic Field Theory
Engineering Physics	Plasmonics	Study of the interaction of electromagnetic waves with metal nanostructures.	Understand plasmon resonances and surface plasmons; Analyze plasmonic devices and sensors; Explore applications in nanophotonics	5	3	graduate	core	No	50	Plasma Physics
Engineering Physics	Quantum Information	Study of the principles of quantum information theory and quantum computing.	Understand quantum entanglement and quantum gates; Analyze quantum algorithms and protocols; Explore applications in quantum cryptography and communication	5	3	graduate	core	No	50	Quantum Mechanics; Quantum Gates and Circuits
Engineering Physics	Quantum Mechanics	Study of the fundamental principles of quantum mechanics and their applications in physics.	Understand the postulates of quantum mechanics; Analyze quantum systems and operators; Explore quantum phenomena and applications	5	3	undergraduate	core	No	50	Wave-Particle Duality; Classical Mechanics; Quantum Field Theory; Special Relativity
Engineering Physics	Quantum Optics	Study of the interaction of light and matter at the quantum level.	Understand quantum phenomena in optics; Analyze quantum states of light; Explore applications in quantum information processing	5	3	undergraduate	core	No	50	Quantum Mechanics
Engineering Physics	Renewable Energy	Study of sustainable energy sources and technologies for power generation.	Understand renewable energy sources; Analyze energy conversion processes; Explore applications of renewable energy in engineering	5	3	undergraduate	core	No	50	Electric Charge and Electric Field; Electric Current and Circuits; Electric Potential and Capacitance; Electromagnetic Induction
Engineering Physics	Rotational Motion	Introduction to rotational motion, torque, and angular momentum.	Understand rotational kinematics and dynamics; Analyze rotational equilibrium; Apply conservation of angular momentum	4	3	high_school	core	No	50	Newton's Laws of Motion
Engineering Physics	Solid State Devices	Study of semiconductor devices and their applications in electronics and photonics.	Understand the operation of diodes and transistors; Analyze semiconductor device characteristics; Explore integrated circuit design and fabrication	5	3	undergraduate	core	No	50	Band Theory of Solids; Crystal Structure; Density Functional Theory; Fermi Surface; Lattice Vibrations; Magnetism in Condensed Matter; Quantum Mechanics; Solid State Physics
Engineering Physics	Solid State Physics	Study of the physical properties of solid materials and their behavior under various conditions.	Understand crystal structures and defects in solids; Analyze electronic properties of solids; Explore semiconductor physics and devices	5	3	undergraduate	core	No	50	Band Theory of Solids; Crystal Structure
Engineering Physics	Statistical Mechanics	Study of the behavior of systems with a large number of particles using statistical methods.	Understand the principles of statistical mechanics; Analyze thermodynamic properties of systems; Explore applications in condensed matter physics	5	3	undergraduate	core	No	50	Classical Mechanics; Quantum Mechanics
Engineering Physics	Temperature and Heat	Study of temperature, heat transfer, and thermal properties of matter.	Define temperature and heat; Analyze heat transfer mechanisms; Apply the laws of thermodynamics	4	3	high_school	core	No	50	Units and Dimensional Analysis; Work and Energy
Engineering Physics	Units and Dimensional Analysis	Introduction to units of measurement and dimensional analysis for solving physics problems.	Understand the concept of units of measurement in physics; Apply dimensional analysis to solve physics problems; Convert between different units of measurement	2	3	high_school	core	No	50	Classical Mechanics; Newton's Laws of Motion
Engineering Physics	Vectors and Scalars	Understanding the difference between vectors and scalars, and their application in physics.	Differentiate between vectors and scalars; Perform vector addition and subtraction; Analyze motion using vectors	3	3	high_school	core	No	50	Scalars and Vectors
Engineering Physics	Wave Motion and Sound	Study of wave properties, sound waves, and the behavior of sound.	Understand wave characteristics; Analyze sound wave properties; Apply the principles of wave interference and resonance	4	3	high_school	core	No	50	
Engineering Physics	Work and Energy	Study of work, energy, and power in physical systems.	Define work, energy, and power; Apply the work-energy theorem; Analyze conservative and non-conservative forces	4	3	high_school	core	No	50	Newton's Laws of Motion
Geophysics	Advanced Seismology	In-depth study of seismic wave theory, earthquake mechanisms, and advanced seismic imaging techniques.	Understand the theory of seismic wave propagation in complex media; Analyze earthquake mechanisms and source processes; Apply advanced seismic imaging methods such as full waveform inversion; Interpret seismic data to study fault structures and earthquake hazards	5	3	graduate	core	No	50	Seismology Fundamentals
Geophysics	Atmospheric Physics in Geophysics	Study of the physical processes in the Earth's atmosphere, including weather phenomena, climate change, and atmospheric dynamics.	Understand the composition and structure of the Earth's atmosphere; Explain the principles of atmospheric thermodynamics; Analyze atmospheric circulation patterns and their effects on climate; Study the physics of weather systems	5	3	undergraduate	core	No	50	Fluid Dynamics; Thermodynamics of Materials
Geophysics	Electromagnetic Methods in Geophysics	Study of electromagnetic techniques used to investigate subsurface properties and geological structures.	Understand the principles of electromagnetic induction in geophysics; Apply electromagnetic methods to map subsurface resistivity variations; Interpret electromagnetic data to identify geological features; Analyze the advantages and limitations of electromagnetic geophysical methods	4	3	undergraduate	core	No	50	Electric Charge and Electric Field; Electric Current and Circuits; Electric Potential and Capacitance; Electromagnetic Induction
Geophysics	Geomagnetism and Paleomagnetism	Study of the Earth's magnetic field, its variations, and the use of paleomagnetic data to understand past geological events.	Understand the Earth's magnetic field and its sources; Explain the concept of geomagnetic reversals; Analyze paleomagnetic data to study past tectonic movements; Interpret magnetic anomalies in geophysics	4	3	undergraduate	core	No	50	Electric Charge; Electric Current; Magnetic Field; Electromagnetic Induction
Geophysics	Geophysical Data Analysis	Methods for collecting, processing, and interpreting geophysical data using statistical and computational techniques.	Understand the types of geophysical data and their acquisition methods; Apply statistical analysis to geophysical datasets; Use computational tools to process and visualize geophysical data; Interpret geophysical data to make inferences about subsurface structures	6	3	undergraduate	core	No	50	Geophysical Field Work; Geophysical Imaging Techniques; Geophysical Remote Sensing; Geophysical Signal Processing; Gravity Methods in Geophysics; Seismic Inversion Techniques; Seismology Fundamentals
Geophysics	Geophysical Data Assimilation	Methods for integrating geophysical observations with numerical models to improve predictions and understanding of Earth processes.	Understand the principles of data assimilation in geophysics; Apply data assimilation techniques to combine observational data with models; Improve model predictions through assimilation of geophysical data; Analyze the uncertainties and sensitivities in data assimilation	5	3	graduate	core	No	50	Geophysical Data Analysis; Geophysical Inverse Theory; Geophysical Remote Sensing; Geophysical Signal Processing
Geophysics	Geophysical Data Ethics and Policy	Ethical considerations and policy implications of collecting, sharing, and using geophysical data for scientific and societal purposes.	Understand the ethical issues related to geophysical data collection and sharing; Analyze the societal impacts of geophysical research and data dissemination; Develop guidelines for responsible conduct in geophysical data management; Evaluate the policy frameworks governing geophysical data usage	4	3	graduate	elective	No	50	Geophysical Data Analysis; Geophysical Data Integration; Geophysical Data Mining and Machine Learning; Geophysical Data Visualization
Geophysics	Geophysical Data Integration	Integration of multi-source geophysical data to improve subsurface imaging and geological interpretation.	Combine seismic, electromagnetic, and gravity data for comprehensive subsurface imaging; Integrate geophysical data with geological models for interpretation; Use data fusion techniques to enhance the resolution of subsurface structures; Analyze the benefits and challenges of data integration in geophysics	5	3	graduate	elective	No	50	Geophysical Data Analysis; Geophysical Imaging Techniques
Geophysics	Geophysical Data Mining and Machine Learning	Application of data mining and machine learning techniques to analyze large geophysical datasets and extract meaningful patterns.	Understand the basics of data mining and machine learning in geophysics; Apply clustering and classification algorithms to geophysical data; Use machine learning for seismic event detection and pattern recognition; Analyze the advantages and challenges of machine learning in geophysics	5	3	graduate	elective	No	50	Geophysical Data Analysis; Machine Learning in Physics
Geophysics	Geophysical Data Visualization	Techniques for visualizing geophysical data using software tools and 3D modeling to aid interpretation and analysis.	Use software tools to visualize geophysical data in 2D and 3D; Create maps and cross-sections of subsurface structures; Interpret geophysical data through visualization; Present geophysical results effectively to a diverse audience	4	3	undergraduate	elective	No	50	Geophysical Data Analysis
Geophysics	Geophysical Field Work	Practical training in conducting geophysical surveys, collecting data, and interpreting field observations.	Plan and execute geophysical surveys in the field; Collect and process geophysical data using field instruments; Interpret field observations to map subsurface structures; Apply safety protocols and ethical practices in geophysical field work	6	3	undergraduate	elective	No	50	Atmospheric Physics in Geophysics; Geophysical Data Analysis; Geophysical Data Assimilation; Geophysical Data Ethics and Policy; Geophysical Data Integration; Geophysical Data Mining and Machine Learning; Geophysical Data Visualization; Geophysical Fluid Dynamics; Geophysical Fluid Dynamics Modeling; Geophysical Hazards and Risk Assessment; Geophysical Imaging Techniques; Geophysical Inverse Theory; Geophysical Remote Sensing; Geophysical Signal Processing; Gravity Methods in Geophysics; Mathematical Foundations for Geophysics; Seismic Inversion Techniques; Seismology Fundamentals; Units and Dimensional Analysis in Geophysics
Geophysics	Geophysical Fluid Dynamics	Study of fluid flow phenomena in the Earth's atmosphere and oceans, including turbulence, convection, and boundary layer dynamics.	Understand the principles of fluid dynamics in geophysics; Analyze atmospheric and oceanic circulation patterns; Study the effects of turbulence and convection in geophysical fluids; Model boundary layer dynamics in geophysical systems	5	3	undergraduate	elective	No	50	Fluid Dynamics; Atmospheric Physics in Geophysics; Fluid Mechanics; Geophysical Hazards and Risk Assessment
Geophysics	Geophysical Fluid Dynamics Modeling	Numerical modeling of fluid flow phenomena in geophysics using computational fluid dynamics techniques.	Understand the principles of computational fluid dynamics in geophysics; Develop numerical models for atmospheric and oceanic flows; Simulate turbulence and convection in geophysical fluids; Analyze model results to understand geophysical processes	6	3	graduate	elective	No	50	Fluid Dynamics; Computational Fluid Dynamics
Geophysics	Geophysical Hazards and Risk Assessment	Study of natural hazards such as earthquakes, tsunamis, and volcanic eruptions, and the assessment of associated risks.	Understand the causes and effects of geophysical hazards; Assess the risks posed by earthquakes, tsunamis, and volcanic activity; Use geophysical data to model hazard scenarios and predict impacts; Develop strategies for mitigating geophysical risks	5	3	graduate	elective	No	50	Geophysical Field Work; Geophysical Imaging Techniques; Geophysical Inverse Theory; Geophysical Remote Sensing; Geophysical Signal Processing; Gravity Methods in Geophysics; Seismic Inversion Techniques; Seismology Fundamentals; Mathematical Foundations for Geophysics; Atmospheric Physics in Geophysics; Electromagnetic Methods in Geophysics
Geophysics	Geophysical Imaging Techniques	Overview of various imaging methods used in geophysics to visualize subsurface structures.	Understand the principles of geophysical imaging techniques; Compare and contrast different imaging methods such as seismic, electromagnetic, and gravity imaging; Interpret geophysical images to identify subsurface features; Analyze the resolution and depth limitations of geophysical imaging	4	3	undergraduate	core	No	50	Seismic Inversion Techniques; Geophysical Data Analysis
Geophysics	Geophysical Inverse Theory	Study of inverse problems in geophysics, including regularization techniques, uncertainty quantification, and model parameter estimation.	Understand the principles of inverse theory in geophysics; Apply regularization methods to solve ill-posed geophysical inverse problems; Quantify uncertainties in geophysical inverse solutions; Estimate model parameters from geophysical data	5	3	graduate	core	No	50	Geophysical Data Analysis; Geophysical Data Integration; Geophysical Signal Processing; Mathematical Foundations for Geophysics
Geophysics	Geophysical Remote Sensing	Study of remote sensing techniques such as satellite imagery, LiDAR, and radar for monitoring Earth's surface and subsurface properties.	Understand the principles of remote sensing in geophysics; Interpret satellite imagery and LiDAR data for geophysical applications; Use radar data for subsurface imaging and monitoring; Apply remote sensing techniques to study environmental changes	4	3	graduate	elective	No	50	Geophysical Imaging Techniques
Geophysics	Geophysical Signal Processing	Introduction to signal processing techniques used in geophysics to enhance and analyze geophysical data.	Understand the basics of signal processing in geophysics; Apply filters and transforms to geophysical signals; Enhance signal-to-noise ratio in geophysical data; Analyze the frequency content of geophysical signals	4	3	undergraduate	elective	No	50	Geophysical Data Analysis; Units and Dimensional Analysis
Geophysics	Gravity Methods in Geophysics	Study of gravity measurements and their applications in mapping subsurface density variations.	Understand the principles of gravity measurements in geophysics; Apply gravity methods to map subsurface density anomalies; Interpret gravity anomalies to infer subsurface structures; Analyze the limitations and corrections in gravity data	4	3	undergraduate	core	No	50	Gravitation; Fluid Mechanics
Geophysics	Mathematical Foundations for Geophysics	Review of mathematical concepts such as calculus, vectors, and matrices relevant to geophysics.	Understand the principles of calculus and its applications in geophysics; Apply vector algebra to describe physical quantities in geophysics; Use matrices to solve systems of equations in geophysical problems; Apply mathematical tools to analyze geophysical data	4	3	undergraduate	core	No	50	Vectors and Scalars
Geophysics	Seismic Inversion Techniques	Methods for inverting seismic data to reconstruct subsurface properties such as velocity and density variations.	Understand the principles of seismic inversion; Apply different inversion techniques to seismic data; Interpret inverted seismic images to characterize subsurface structures; Analyze the limitations and uncertainties in seismic inversion	5	3	undergraduate	core	No	50	Geophysical Inverse Theory; Seismology Fundamentals
Geophysics	Seismology Fundamentals	Study of seismic waves, their propagation through the Earth, and their interpretation to understand the Earth's interior.	Understand the types of seismic waves and their characteristics; Explain how seismic waves are used to study the Earth's interior; Interpret seismograms to determine earthquake locations and magnitudes; Understand the concept of seismic tomography	5	3	undergraduate	core	No	50	Geophysical Hazards and Risk Assessment; Geophysical Imaging Techniques; Geophysical Inverse Theory; Geophysical Remote Sensing; Seismic Inversion Techniques
Geophysics	Units and Dimensional Analysis in Geophysics	Introduction to the units used in geophysics and the importance of dimensional analysis in solving problems.	Understand the SI units commonly used in geophysics; Apply dimensional analysis to derive relationships between physical quantities; Convert between different units in geophysics; Solve problems involving unit conversions and dimensional analysis	2	3	high_school	core	No	50	Units and Dimensional Analysis
Medical Physics	Dosimetry in Medical Physics	Study of the measurement and calculation of radiation doses in medical applications.	Understand the concept of absorbed dose; Explain the importance of dose measurement in radiation therapy; Describe the different dosimetry techniques used in medical physics	3	3	undergraduate	elective	No	50	Radiation Physics; Nuclear Physics; Quantum Mechanics
Medical Physics	Introduction to Medical Physics	Overview of the application of physics principles in medicine, focusing on radiology, nuclear medicine, and radiation therapy.	Define medical physics and its importance in healthcare; Identify the different subfields of medical physics; Understand the role of medical physicists in healthcare	2	3	undergraduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics
Medical Physics	Medical Imaging Techniques	Exploration of various imaging modalities used in medical diagnostics such as X-ray, CT, MRI, and ultrasound.	Compare and contrast different medical imaging techniques; Understand the physical principles behind each imaging modality; Explain the advantages and limitations of each imaging technique	4	3	undergraduate	core	No	50	Introduction to Medical Physics
Medical Physics	Monte Carlo Simulation in Medical Physics	Introduction to the use of Monte Carlo methods for simulating radiation transport in medical applications.	Understand the basics of Monte Carlo simulation; Explain the advantages of Monte Carlo methods in medical physics; Describe the applications of Monte Carlo simulation in radiation therapy planning	4	3	graduate	elective	No	50	Introduction to Medical Physics; Radiation Physics
Medical Physics	Nuclear Medicine	Exploration of the use of radioactive substances in the diagnosis and treatment of diseases.	Understand the principles of nuclear medicine imaging; Explain the role of radiopharmaceuticals in nuclear medicine; Describe the applications of nuclear medicine in healthcare	3	3	undergraduate	core	No	50	Atomic Structure; Nuclear Physics; Quantum Mechanics; Radiation Physics
