Pedagogical_Order	Topic	Subtopic	Description	Chapter	Section	Educational_Level	Depth_Level	Domain	Difficulty	Duration_Hours	Is_Core	MCAT_Relevant	Prerequisites	Learning_Objectives	Assessment_Methods	Source_Books
327	Dynamics Concepts	Dynamics Concepts	Detailed study of section 6 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 6	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
327	Dynamics Concepts	Dynamics Concepts	Detailed study of section 6 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 6	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
329	Dynamics Concepts	Dynamics Concepts	Detailed study of section 6 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 6	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
329	Dynamics Concepts	Dynamics Concepts	Detailed study of section 6 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 6	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
331	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
331	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
333	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
333	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
335	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
335	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
337	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
337	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
339	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
339	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
341	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
341	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
343	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
343	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
345	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
345	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
347	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
347	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
349	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
349	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
351	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
351	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
353	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
353	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
355	Dynamics Concepts	Dynamics Concepts	Detailed study of section 5 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 5	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
355	Dynamics Concepts	Dynamics Concepts	Detailed study of section 5 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 5	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_11_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
357	Dynamics Concepts	Dynamics Concepts	Detailed study of section 5 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 5	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
357	Dynamics Concepts	Dynamics Concepts	Detailed study of section 5 within fluid dynamics and its biological and medical applications	Fluid Dynamics and Its Biological and Medical Applications	Section 5	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_11_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
359	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Comprehensive study of further applications of newton's laws: friction, drag, and elasticity concepts	Further Applications of Newton's Laws: Friction, Drag, and Elasticity		undergraduate	2	dynamics	2	5	Core	Yes	osbooks-college-physics-bundle_root_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
359	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Comprehensive study of further applications of newton's laws: friction, drag, and elasticity concepts	Further Applications of Newton's Laws: Friction, Drag, and Elasticity		undergraduate	2	dynamics	2	5	Core	Yes	osbooks-college-physics-bundle_root_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
361	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Comprehensive study of further applications of newton's laws: friction, drag, and elasticity concepts	Further Applications of Newton's Laws: Friction, Drag, and Elasticity		undergraduate	2	dynamics	2	5	Core	Yes	osbooks-college-physics_root_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
361	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Further Applications of Newton's Laws: Friction, Drag, and Elasticity (Intermediate)	Comprehensive study of further applications of newton's laws: friction, drag, and elasticity concepts	Further Applications of Newton's Laws: Friction, Drag, and Elasticity		undergraduate	2	dynamics	2	5	Core	Yes	osbooks-college-physics_root_4	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
363	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
363	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
365	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
365	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_3	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
367	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
367	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
369	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
369	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
371	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
371	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
373	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
373	Dynamics Concepts	Dynamics Concepts	Detailed study of section 3 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 3	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_1	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
375	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
375	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_4_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
377	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
377	Dynamics Concepts	Dynamics Concepts	Detailed study of section 4 within further applications of newton's laws: friction, drag, and elasticity	Further Applications of Newton's Laws: Friction, Drag, and Elasticity	Section 4	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_4_mod_2	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
379	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within the second law of thermodynamics	The Second Law of Thermodynamics	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-university-physics-bundle_root_4_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-university-physics-bundle
379	Dynamics Concepts	Dynamics Concepts	Detailed study of section 7 within the second law of thermodynamics	The Second Law of Thermodynamics	Section 7	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-university-physics-bundle_root_4_mod_5	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-university-physics-bundle
381	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within the second law of thermodynamics	The Second Law of Thermodynamics	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-university-physics-bundle_root_4_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-university-physics-bundle
381	Dynamics Concepts	Dynamics Concepts	Detailed study of section 8 within the second law of thermodynamics	The Second Law of Thermodynamics	Section 8	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-university-physics-bundle_root_4_mod_6	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-university-physics-bundle
383	Thermodynamics (Intermediate)	Thermodynamics (Intermediate)	Comprehensive study of thermodynamics concepts	Thermodynamics		undergraduate	2	dynamics	2	6	Core	Yes	osbooks-college-physics-bundle_root_14	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
383	Thermodynamics (Intermediate)	Thermodynamics (Intermediate)	Comprehensive study of thermodynamics concepts	Thermodynamics		undergraduate	2	dynamics	2	6	Core	Yes	osbooks-college-physics-bundle_root_14	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
385	Thermodynamics (Intermediate)	Thermodynamics (Intermediate)	Comprehensive study of thermodynamics concepts	Thermodynamics		undergraduate	2	dynamics	2	6	Core	Yes	osbooks-college-physics_root_14	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
385	Thermodynamics (Intermediate)	Thermodynamics (Intermediate)	Comprehensive study of thermodynamics concepts	Thermodynamics		undergraduate	2	dynamics	2	6	Core	Yes	osbooks-college-physics_root_14	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
387	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within thermodynamics	Thermodynamics	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_14_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
387	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within thermodynamics	Thermodynamics	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_14_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
389	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within thermodynamics	Thermodynamics	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_14_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
389	Dynamics Concepts	Dynamics Concepts	Detailed study of section 1 within thermodynamics	Thermodynamics	Section 1	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics_root_14_mod_7	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics
391	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within thermodynamics	Thermodynamics	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_14_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
391	Dynamics Concepts	Dynamics Concepts	Detailed study of section 2 within thermodynamics	Thermodynamics	Section 2	undergraduate	3	dynamics	2	2	Core	Yes	osbooks-college-physics-bundle_root_14_mod_0	Apply Newton's laws of motion; Analyze forces and their effects; Solve problems involving multiple forces	Conceptual understanding; Problem solving; Mathematical analysis; Laboratory work; Research projects	osbooks-college-physics-bundle
